product_key,product_name,total_quantity,initial_stock,reorder_point,current_stock,inventory_turnover,days_inventory_outstanding
896,Security-Tint Envelopes,23,1337,334.25,1314,0.01720269259536275,21217.608695652176
897,"#10 White Business Envelopes,4 1/8 x 9 1/2",32,1144,286.0,1112,0.027972027972027972,13048.75
898,Staple envelope,15,732,183.0,717,0.020491803278688523,17812.0
899,Letter or Legal Size Expandable Poly String Tie Envelopes,16,1023,255.75,1007,0.015640273704789834,23337.1875
900,Fashion Color Clasp Envelopes,15,845,211.25,830,0.01775147928994083,20561.666666666668
901,Revere Boxed Rubber Bands by Revere,29,1569,392.25,1540,0.018483110261312937,19747.758620689656
902,Acco Glide Clips,5,1045,261.25,1040,0.004784688995215311,76285.0
903,"Advantus Push Pins, Aluminum Head",24,1601,400.25,1577,0.014990630855715179,24348.541666666664
904,Sterling Rubber Bands by Alliance,5,1596,399.0,1591,0.003132832080200501,116508.0
905,Advantus Push Pins,27,1293,323.25,1266,0.02088167053364269,17479.444444444445
906,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",13,748,187.0,735,0.017379679144385027,21001.53846153846
907,OIC Bulk Pack Metal Binder Clips,30,546,136.5,516,0.054945054945054944,6643.0
908,Binder Clips by OIC,27,1644,411.0,1617,0.016423357664233577,22224.44444444444
909,"OIC Colored Binder Clips, Assorted Sizes",44,713,178.25,669,0.061711079943899017,5914.659090909091
910,OIC Binder Clips,38,738,184.5,700,0.051490514905149054,7088.684210526316
911,Staples,19,1579,394.75,1560,0.012032932235592146,30333.42105263158
912,OIC Thumb-Tacks,13,849,212.25,836,0.015312131919905771,23837.30769230769
913,Acco Hot Clips Clips to Go,23,606,151.5,583,0.037953795379537955,9616.95652173913
914,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",19,1330,332.5,1311,0.014285714285714285,25550.0
915,"Brites Rubber Bands, 1 1/2 oz. Box",7,547,136.75,540,0.012797074954296161,28522.142857142855
916,Staples,9,836,209.0,827,0.01076555023923445,33904.444444444445
917,"Acco Banker's Clasps, 5 3/4""-Long",15,1549,387.25,1534,0.009683666881859263,37692.333333333336
918,Stockwell Push Pins,34,1303,325.75,1269,0.026093630084420567,13988.088235294117
919,Stockwell Gold Paper Clips,5,1780,445.0,1775,0.0028089887640449437,129940.0
920,Staples,22,507,126.75,485,0.04339250493096647,8411.59090909091
921,"Alliance Super-Size Bands, Assorted Sizes",27,1124,281.0,1097,0.02402135231316726,15194.814814814816
922,Advantus Plastic Paper Clips,47,1776,444.0,1729,0.026463963963963964,13792.340425531915
923,Colored Push Pins,15,1218,304.5,1203,0.012315270935960592,29638.0
924,Alliance Rubber Bands,8,802,200.5,794,0.00997506234413965,36591.25
925,Advantus Map Pennant Flags and Round Head Tacks,25,1138,284.5,1113,0.021968365553602813,16614.8
926,Staples,37,555,138.75,518,0.06666666666666667,5475.0
927,Staples,13,1225,306.25,1212,0.010612244897959184,34394.230769230766
928,Staples,24,1025,256.25,1001,0.023414634146341463,15588.541666666666
929,Advantus SlideClip Paper Clips,15,973,243.25,958,0.015416238437821172,23676.333333333332
930,Ideal Clamps,33,527,131.75,494,0.06261859582542695,5828.939393939394
931,Staples,22,577,144.25,555,0.038128249566724434,9572.954545454546
932,Assorted Color Push Pins,21,1739,434.75,1718,0.012075905692926969,30225.47619047619
933,Staples,22,1909,477.25,1887,0.011524358302776323,31672.045454545452
934,"Alliance Big Bands Rubber Bands, 12/Pack",15,864,216.0,849,0.017361111111111112,21024.0
935,Bagged Rubber Bands,21,1165,291.25,1144,0.018025751072961373,20248.809523809523
936,Staples,12,1025,256.25,1013,0.011707317073170732,31177.083333333332
937,Staples,35,1198,299.5,1163,0.02921535893155259,12493.42857142857
938,Translucent Push Pins by OIC,15,1835,458.75,1820,0.008174386920980926,44651.66666666667
939,Advantus T-Pin Paper Clips,16,1382,345.5,1366,0.011577424023154847,31526.875000000004
940,Plymouth Boxed Rubber Bands by Plymouth,18,1530,382.5,1512,0.011764705882352941,31025.0
941,"Super Bands, 12/Pack",20,1526,381.5,1506,0.01310615989515072,27849.5
942,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",29,1418,354.5,1389,0.020451339915373765,17847.241379310344
943,Rubber Band Ball,16,1249,312.25,1233,0.012810248198558846,28492.812500000004
944,Avery 496,14,862,215.5,848,0.016241299303944315,22473.57142857143
945,Avery 48,15,1797,449.25,1782,0.008347245409015025,43727.0
946,Avery 511,20,1305,326.25,1285,0.01532567049808429,23816.25
947,Self-Adhesive Address Labels for Typewriters by Universal,23,1238,309.5,1215,0.018578352180936994,19646.521739130436
948,Avery 52,19,1538,384.5,1519,0.01235370611183355,29545.78947368421
949,Avery 494,23,1715,428.75,1692,0.013411078717201166,27216.304347826088
950,Avery 495,16,984,246.0,968,0.016260162601626018,22447.499999999996
951,Avery White Multi-Purpose Labels,20,527,131.75,507,0.03795066413662239,9617.75
952,Avery 503,15,1213,303.25,1198,0.01236603462489695,29516.333333333332
953,Avery 501,22,1562,390.5,1540,0.014084507042253521,25915.0
954,Avery 488,17,1796,449.0,1779,0.009465478841870824,38561.17647058824
955,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",5,1754,438.5,1749,0.0028506271379703536,128042.0
956,Avery 509,13,585,146.25,572,0.022222222222222223,16425.0
957,Avery 502,7,1997,499.25,1990,0.0035052578868302454,104129.28571428571
958,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,18,625,156.25,607,0.0288,12673.611111111111
959,Round Specialty Laser Printer Labels,39,1311,327.75,1272,0.029748283752860413,12269.615384615385
960,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",28,1036,259.0,1008,0.02702702702702703,13505.0
961,Avery 514,17,644,161.0,627,0.026397515527950312,13827.05882352941
962,Avery 473,24,1735,433.75,1711,0.0138328530259366,26386.458333333332
963,Avery 520,15,524,131.0,509,0.02862595419847328,12750.666666666668
964,Avery 517,13,1917,479.25,1904,0.006781429316640584,53823.46153846154
965,Avery 477,20,566,141.5,546,0.0353356890459364,10329.5
966,Avery 499,40,732,183.0,692,0.0546448087431694,6679.5
967,Avery File Folder Labels,44,608,152.0,564,0.07236842105263158,5043.636363636363
968,Avery 518,35,1669,417.25,1634,0.020970641102456562,17405.285714285714
969,Avery 513,22,610,152.5,588,0.036065573770491806,10120.454545454544
970,Avery 516,15,727,181.75,712,0.02063273727647868,17690.333333333336
971,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,20,610,152.5,590,0.03278688524590164,11132.5
972,Avery 478,18,1993,498.25,1975,0.009031610637230306,40413.61111111111
973,Avery 489,16,533,133.25,517,0.0300187617260788,12159.0625
974,Avery 481,30,1122,280.5,1092,0.026737967914438502,13651.0
975,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,16,1892,473.0,1876,0.008456659619450317,43161.25
976,Avery 490,13,1247,311.75,1234,0.010425020048115477,35011.92307692308
977,Avery 479,7,1094,273.5,1087,0.006398537477148081,57044.28571428571
978,Avery 497,8,924,231.0,916,0.008658008658008658,42157.5
979,Avery 484,4,1112,278.0,1108,0.0035971223021582736,101470.0
980,Avery 519,18,1191,297.75,1173,0.015113350125944584,24150.833333333336
981,Avery 485,51,1805,451.25,1754,0.028254847645429362,12918.137254901962
982,Avery 480,24,1843,460.75,1819,0.013022246337493217,28028.958333333336
983,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",29,1966,491.5,1937,0.014750762970498474,24744.48275862069
984,Avery 500,8,814,203.5,806,0.009828009828009828,37138.75
985,Avery 506,17,1376,344.0,1359,0.012354651162790697,29543.529411764706
986,Avery 51,16,1900,475.0,1884,0.008421052631578947,43343.75
987,Avery 474,30,1812,453.0,1782,0.016556291390728478,22046.0
988,Avery 508,19,1960,490.0,1941,0.009693877551020408,37652.63157894737
989,Avery 5,2,1161,290.25,1159,0.0017226528854435831,211882.5
990,Avery 475,18,776,194.0,758,0.023195876288659795,15735.555555555555
991,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",43,1123,280.75,1080,0.03829029385574354,9532.441860465116
992,Avery 515,5,1015,253.75,1010,0.0049261083743842365,74095.0
993,Avery 498,13,1873,468.25,1860,0.0069407367859049655,52588.07692307692
994,Avery 510,7,1342,335.5,1335,0.005216095380029807,69975.71428571428
995,Avery 487,25,1969,492.25,1944,0.012696800406297613,28747.4
996,Self-Adhesive Removable Labels,35,849,212.25,814,0.04122497055359246,8853.857142857143
997,Alphabetical Labels for Top Tab Filing,37,1322,330.5,1285,0.02798789712556732,13041.351351351352
998,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",36,1660,415.0,1624,0.021686746987951807,16830.555555555555
999,Avery 507,10,1258,314.5,1248,0.00794912559618442,45917.0
1000,Color-Coded Legal Exhibit Labels,3,1398,349.5,1395,0.002145922746781116,170090.0
1001,Avery 486,24,742,185.5,718,0.03234501347708895,11284.583333333332
1002,Avery 491,12,1042,260.5,1030,0.011516314779270634,31694.166666666664
1003,Avery 482,4,1563,390.75,1559,0.0025591810620601407,142623.75
1004,Avery 493,13,728,182.0,715,0.017857142857142856,20440.0
1005,Avery 492,20,1047,261.75,1027,0.019102196752626553,19107.75
1006,Staple-on labels,21,1419,354.75,1398,0.014799154334038054,24663.57142857143
1007,Avery 476,37,1746,436.5,1709,0.021191294387170677,17224.054054054053
1008,Avery 505,28,505,126.25,477,0.055445544554455446,6583.035714285714
1009,Avery 50,20,1845,461.25,1825,0.01084010840108401,33671.25
1010,Avery 49,24,967,241.75,943,0.02481902792140641,14706.458333333334
1011,Self-Adhesive Address Labels for Typewriters with Dispenser Box,9,574,143.5,565,0.0156794425087108,23278.88888888889
1012,Avery 512,32,503,125.75,471,0.0636182902584493,5737.343750000001
1013,Avery 483,19,1145,286.25,1126,0.016593886462882096,21996.052631578947
1014,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",15,617,154.25,602,0.024311183144246355,15013.666666666666
1015,Xerox 1931,36,1380,345.0,1344,0.02608695652173913,13991.666666666668
1016,Xerox 224,17,1003,250.75,986,0.01694915254237288,21535.0
1017,Xerox 20,1,1446,361.5,1445,0.0006915629322268327,527790.0
1018,Xerox 205,24,1073,268.25,1049,0.022367194780987885,16318.541666666666
1019,Green Bar Computer Printout Paper,17,1964,491.0,1947,0.008655804480651732,42168.23529411764
1020,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",13,693,173.25,680,0.01875901875901876,19457.30769230769
1021,Xerox 1945,45,1346,336.5,1301,0.033432392273402674,10917.555555555557
1022,Xerox 199,16,1214,303.5,1198,0.013179571663920923,27694.375
1023,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",14,1915,478.75,1901,0.007310704960835509,49926.78571428572
1024,Astroparche Fine Business Paper,29,1549,387.25,1520,0.01872175597159458,19496.03448275862
1025,Xerox 191,39,1958,489.5,1919,0.019918283963227784,18324.871794871793
1026,Xerox 1925,18,672,168.0,654,0.026785714285714284,13626.666666666668
1027,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",18,1823,455.75,1805,0.009873834339001646,36966.38888888889
1028,Xerox 1887,30,825,206.25,795,0.03636363636363636,10037.5
1029,Xerox Blank Computer Paper,5,1933,483.25,1928,0.002586652871184687,141109.0
1030,Xerox 198,16,1641,410.25,1625,0.009750152346130409,37435.3125
1031,Xerox 2000,14,1335,333.75,1321,0.010486891385767791,34805.35714285714
1032,Xerox 1975,12,1223,305.75,1211,0.009811937857726901,37199.58333333333
1033,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",16,724,181.0,708,0.022099447513812154,16516.25
1034,Riverleaf Stik-Withit Designer Note Cubes,15,1031,257.75,1016,0.014548981571290009,25087.666666666668
1035,Easy-staple paper,17,612,153.0,595,0.027777777777777776,13140.0
1036,Xerox 213,18,639,159.75,621,0.028169014084507043,12957.5
1037,Xerox 229,15,1058,264.5,1043,0.014177693761814745,25744.666666666668
1038,Xerox 1936,9,500,125.0,491,0.018,20277.77777777778
1039,Xerox 1995,22,589,147.25,567,0.03735144312393888,9772.045454545454
1040,Xerox 1901,4,1153,288.25,1149,0.003469210754553339,105211.25
1041,Xerox 1955,10,819,204.75,809,0.01221001221001221,29893.5
1042,Xerox 1971,28,638,159.5,610,0.0438871473354232,8316.785714285714
1043,Easy-staple paper,25,1344,336.0,1319,0.018601190476190476,19622.4
1044,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",6,758,189.5,752,0.0079155672823219,46111.666666666664
1045,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",48,1401,350.25,1353,0.034261241970021415,10653.4375
1046,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",37,1189,297.25,1152,0.031118587047939444,11729.324324324325
1047,Xerox 189,19,509,127.25,490,0.03732809430255403,9778.157894736842
1048,"Memo Book, 100 Message Capacity, 5 3/8 x 11",12,760,190.0,748,0.015789473684210527,23116.666666666664
1049,Easy-staple paper,34,671,167.75,637,0.05067064083457526,7203.382352941177
1050,Xerox 1952,33,1397,349.25,1364,0.023622047244094488,15451.666666666666
1051,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",28,512,128.0,484,0.0546875,6674.285714285715
1052,Xerox 19,15,1691,422.75,1676,0.008870490833826138,41147.666666666664
1053,Petty Cash Envelope,10,820,205.0,810,0.012195121951219513,29930.0
1054,Xerox 201,19,1842,460.5,1823,0.01031487513572204,35385.78947368421
1055,Xerox 1981,14,828,207.0,814,0.016908212560386472,21587.14285714286
1056,Southworth Parchment Paper & Envelopes,15,1284,321.0,1269,0.011682242990654205,31244.0
1057,Array Memo Cubes,11,1276,319.0,1265,0.008620689655172414,42340.0
1058,Xerox 200,15,1410,352.5,1395,0.010638297872340425,34310.0
1059,Xerox 208,9,1942,485.5,1933,0.004634397528321318,78758.88888888889
1060,Easy-staple paper,5,1618,404.5,1613,0.0030902348578491965,118114.0
1061,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",34,817,204.25,783,0.0416156670746634,8770.735294117647
1062,"Array Parchment Paper, Assorted Colors",15,735,183.75,720,0.02040816326530612,17885.0
1063,Xerox 1929,16,833,208.25,817,0.01920768307322929,19002.8125
1064,Xerox 1950,9,875,218.75,866,0.010285714285714285,35486.11111111111
1065,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",39,1982,495.5,1943,0.019677093844601413,18549.48717948718
1066,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",9,1660,415.0,1651,0.005421686746987952,67322.22222222222
1067,Xerox 1919,40,1087,271.75,1047,0.03679852805887764,9918.875
1068,Xerox 1924,12,1012,253.0,1000,0.011857707509881422,30781.666666666668
1069,"TOPS Voice Message Log Book, Flash Format",12,1819,454.75,1807,0.006597031335898846,55327.916666666664
1070,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",19,1843,460.75,1824,0.010309278350515464,35405.0
1071,Xerox 1982,12,1417,354.25,1405,0.008468595624558928,43100.416666666664
1072,Xerox 1977,20,1872,468.0,1852,0.010683760683760684,34164.0
1073,Xerox 210,18,1372,343.0,1354,0.013119533527696793,27821.11111111111
1074,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",26,1752,438.0,1726,0.014840182648401826,24595.384615384617
1075,Xerox 1934,20,769,192.25,749,0.02600780234070221,14034.25
1076,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",17,1297,324.25,1280,0.013107170393215111,27847.352941176472
1077,Xerox 206,11,1814,453.5,1803,0.006063947078280044,60191.818181818184
1078,Unpadded Memo Slips,5,1224,306.0,1219,0.004084967320261438,89352.0
1079,Xerox 1918,4,1688,422.0,1684,0.002369668246445498,154030.0
1080,Southworth 25% Cotton Granite Paper & Envelopes,7,504,126.0,497,0.013888888888888888,26280.0
1081,Xerox 1915,28,1350,337.5,1322,0.02074074074074074,17598.214285714286
1082,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",4,1902,475.5,1898,0.002103049421661409,173557.5
1083,Xerox 1884,32,577,144.25,545,0.05545927209705372,6581.40625
1084,Xerox 1893,39,1933,483.25,1894,0.02017589239524056,18090.897435897434
1085,Xerox 1988,41,1073,268.25,1032,0.03821062441752097,9552.317073170732
1086,Xerox 1913,17,631,157.75,614,0.02694136291600634,13547.941176470587
1087,Xerox 2,28,1100,275.0,1072,0.025454545454545455,14339.285714285714
1088,Xerox 1903,24,1565,391.25,1541,0.015335463258785943,23801.041666666664
1089,Xerox 1972,10,588,147.0,578,0.017006802721088437,21461.999999999996
1090,Xerox 1963,17,901,225.25,884,0.018867924528301886,19345.0
1091,Xerox 1983,5,795,198.75,790,0.006289308176100629,58035.0
1092,Xerox 215,7,1818,454.5,1811,0.0038503850385038503,94795.71428571429
1093,"TOPS Money Receipt Book, Consecutively Numbered in Red,",11,1115,278.75,1104,0.009865470852017937,36997.72727272727
1094,Loose Memo Sheets,5,1299,324.75,1294,0.003849114703618168,94827.0
1095,Computer Printout Paper with Letter-Trim Fine Perforations,4,921,230.25,917,0.004343105320304018,84041.25
1096,White Computer Printout Paper by Universal,37,1546,386.5,1509,0.023932729624838292,15251.081081081082
1097,Xerox 1946,13,1074,268.5,1061,0.012104283054003724,30154.615384615387
1098,Computer Printout Paper with Letter-Trim Perforations,24,642,160.5,618,0.037383177570093455,9763.75
1099,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",15,1492,373.0,1477,0.010053619302949061,36305.333333333336
1100,Xerox 1886,14,1164,291.0,1150,0.012027491408934709,30347.142857142855
1101,Xerox 1933,24,644,161.0,620,0.037267080745341616,9794.166666666666
1102,Rediform S.O.S. Phone Message Books,4,1748,437.0,1744,0.002288329519450801,159505.0
1103,White GlueTop Scratch Pads,14,1506,376.5,1492,0.009296148738379814,39263.57142857143
1104,HP Office Paper (20Lb. and 87 Bright),14,1002,250.5,988,0.013972055888223553,26123.571428571428
1105,Strathmore Photo Frame Cards,16,1320,330.0,1304,0.012121212121212121,30112.5
1106,Xerox 1914,19,603,150.75,584,0.03150912106135987,11583.947368421052
1107,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",30,1562,390.5,1532,0.019206145966709345,19004.333333333336
1108,Xerox 1949,28,697,174.25,669,0.040172166427546625,9085.892857142859
1109,Xerox 230,21,1078,269.5,1057,0.01948051948051948,18736.666666666668
1110,"Adams Telephone Message Books, 5 1/4 x 11",15,890,222.5,875,0.016853932584269662,21656.666666666668
1111,Xerox 232,19,1702,425.5,1683,0.011163337250293772,32696.315789473683
1112,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",7,1053,263.25,1046,0.006647673314339981,54906.42857142857
1113,Xerox 1947,25,1971,492.75,1946,0.012683916793505834,28776.600000000002
1114,Tops Wirebound Message Log Books,25,1538,384.5,1513,0.016254876462938883,22454.8
1115,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9,1812,453.0,1803,0.004966887417218543,73486.66666666666
1116,Xerox 203,24,977,244.25,953,0.02456499488229273,14858.541666666668
1117,Xerox 1922,3,1754,438.5,1751,0.0017103762827822121,213403.3333333333
1118,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),32,1422,355.5,1390,0.02250351617440225,16219.6875
1119,Easy-staple paper,29,919,229.75,890,0.031556039173014146,11566.724137931034
1120,Xerox 1948,15,656,164.0,641,0.022865853658536585,15962.666666666668
1121,Xerox 1892,5,1049,262.25,1044,0.004766444232602479,76577.0
1122,Xerox 1880,18,1964,491.0,1946,0.009164969450101833,39825.555555555555
1123,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",17,1620,405.0,1603,0.010493827160493827,34782.35294117647
1124,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),7,1520,380.0,1513,0.004605263157894736,79257.14285714287
1125,Xerox 1896,5,1496,374.0,1491,0.0033422459893048127,109208.0
1126,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",28,1934,483.5,1906,0.014477766287487074,25211.071428571428
1127,Xerox 1910,14,1450,362.5,1436,0.009655172413793104,37803.57142857143
1128,Xerox 220,25,788,197.0,763,0.031725888324873094,11504.800000000001
1129,Xerox 193,13,1777,444.25,1764,0.007315700619020821,49892.69230769231
1130,Xerox 195,27,695,173.75,668,0.03884892086330935,9395.37037037037
1131,Xerox 1885,20,1097,274.25,1077,0.018231540565177756,20020.25
1132,Xerox 207,7,1016,254.0,1009,0.006889763779527559,52977.142857142855
1133,Xerox 1976,7,1364,341.0,1357,0.005131964809384164,71122.85714285714
1134,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",24,1641,410.25,1617,0.014625228519195612,24956.875
1135,Xerox 1899,14,1305,326.25,1291,0.010727969348659003,34023.21428571429
1136,Xerox 202,28,1682,420.5,1654,0.016646848989298454,21926.071428571428
1137,Xerox 1891,30,1314,328.5,1284,0.0228310502283105,15987.0
1138,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",17,727,181.75,710,0.023383768913342505,15609.117647058822
1139,Xerox 1993,24,715,178.75,691,0.033566433566433566,10873.958333333334
1140,Xerox 21,24,1447,361.75,1423,0.0165860400829302,22006.458333333332
1141,Xerox 1974,10,514,128.5,504,0.019455252918287938,18761.0
1142,Southworth 25% Cotton Antique Laid Paper & Envelopes,26,1680,420.0,1654,0.015476190476190477,23584.615384615383
1143,Xerox 1902,4,1784,446.0,1780,0.002242152466367713,162790.0
1144,Xerox 1964,33,1680,420.0,1647,0.019642857142857142,18581.818181818184
1145,Xerox 1881,70,546,136.5,476,0.1282051282051282,2847.0000000000005
1146,Xerox 214,37,823,205.75,786,0.04495747266099635,8118.783783783784
1147,Xerox 194,9,1343,335.75,1334,0.006701414743112435,54466.11111111112
1148,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",6,629,157.25,623,0.009538950715421303,38264.16666666667
1149,Xerox 1984,2,1934,483.5,1932,0.001034126163391934,352955.0
1150,Xerox 225,33,594,148.5,561,0.05555555555555555,6570.0
1151,Xerox 1930,24,1126,281.5,1102,0.021314387211367674,17124.583333333332
1152,Xerox 223,9,1254,313.5,1245,0.007177033492822967,50856.666666666664
1153,Wirebound Voice Message Log Book,4,1815,453.75,1811,0.0022038567493112946,165618.75000000003
1154,Xerox 1889,10,1293,323.25,1283,0.007733952049497293,47194.5
1155,"Southworth 100% Résumé Paper, 24lb.",35,1806,451.5,1771,0.01937984496124031,18834.0
1156,Xerox 1978,34,568,142.0,534,0.05985915492957746,6097.64705882353
1157,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",33,510,127.5,477,0.06470588235294118,5640.90909090909
1158,"Xerox Color Copier Paper, 11"" x 17"", Ream",27,1777,444.25,1750,0.015194147439504783,24022.40740740741
1159,Xerox 1897,16,1371,342.75,1355,0.011670313639679067,31275.9375
1160,Xerox 1895,33,1049,262.25,1016,0.03145853193517636,11602.575757575758
1161,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",22,1657,414.25,1635,0.013277006638503319,27491.136363636364
1162,Things To Do Today Pad,26,1211,302.75,1185,0.021469859620148638,17000.576923076922
1163,Xerox 1883,37,522,130.5,485,0.07088122605363985,5149.459459459459
1164,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",8,1314,328.5,1306,0.0060882800608828,59951.25
1165,Xerox 192,22,845,211.25,823,0.02603550295857988,14019.318181818182
1166,Xerox 1944,16,801,200.25,785,0.019975031210986267,18272.8125
1167,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",3,862,215.5,859,0.0034802784222737818,104876.66666666667
1168,Xerox 1967,15,895,223.75,880,0.01675977653631285,21778.333333333332
1169,Xerox 1916,52,717,179.25,665,0.07252440725244072,5032.788461538462
1170,Embossed Ink Jet Note Cards,15,640,160.0,625,0.0234375,15573.333333333334
1171,HP Office Recycled Paper (20Lb. and 87 Bright),19,1457,364.25,1438,0.013040494166094716,27989.736842105263
1172,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),30,1733,433.25,1703,0.017311021350259664,21084.833333333336
1173,Xerox 1890,5,1484,371.0,1479,0.0033692722371967657,108332.0
1174,Xerox 1958,5,1492,373.0,1487,0.003351206434316354,108916.0
1175,Xerox 1938,7,1327,331.75,1320,0.0052750565184626974,69193.57142857143
1176,Xerox 1951,30,1182,295.5,1152,0.025380710659898477,14381.0
1177,Xerox 1970,22,1983,495.75,1961,0.011094301563287948,32899.77272727273
1178,Xerox 1928,26,1503,375.75,1477,0.017298735861610112,21099.807692307695
1179,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",25,855,213.75,830,0.029239766081871343,12483.0
1180,Avoid Verbal Orders Carbonless Minifold Book,21,1507,376.75,1486,0.013934970139349702,26193.095238095237
1181,Southworth 25% Cotton Linen-Finish Paper & Envelopes,20,1847,461.75,1827,0.010828370330265295,33707.75
1182,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25,1656,414.0,1631,0.015096618357487922,24177.600000000002
1183,Xerox 1956,16,1387,346.75,1371,0.011535688536409516,31640.9375
1184,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",33,626,156.5,593,0.052715654952076675,6923.939393939394
1185,Xerox 1980,8,1629,407.25,1621,0.004910988336402701,74323.125
1186,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",12,1508,377.0,1496,0.007957559681697613,45868.333333333336
1187,Xerox 1920,15,1103,275.75,1088,0.013599274705349048,26839.666666666668
1188,Easy-staple paper,15,1901,475.25,1886,0.007890583903208837,46257.66666666667
1189,Xerox 227,22,1513,378.25,1491,0.014540647719762063,25102.045454545452
1190,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",20,550,137.5,530,0.03636363636363636,10037.5
1191,"Wirebound Service Call Books, 5 1/2"" x 4""",13,1552,388.0,1539,0.008376288659793814,43575.38461538462
1192,Xerox 1942,13,1985,496.25,1972,0.00654911838790932,55732.69230769231
1193,Xerox 1923,16,1819,454.75,1803,0.008796041781198461,41495.9375
1194,Xerox 1926,7,1820,455.0,1813,0.0038461538461538464,94900.0
1195,Xerox 1973,8,1278,319.5,1270,0.006259780907668232,58308.75
1196,Xerox 1898,46,1930,482.5,1884,0.02383419689119171,15314.13043478261
1197,Xerox 1986,13,1313,328.25,1300,0.009900990099009901,36865.0
1198,"Adams ""While You Were Out"" Message Pads",24,1928,482.0,1904,0.012448132780082987,29321.666666666668
1199,Xerox 1992,26,1869,467.25,1843,0.013911182450508293,26237.884615384617
1200,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11,919,229.75,908,0.011969532100108813,30494.09090909091
1201,Xerox 1960,32,1705,426.25,1673,0.0187683284457478,19447.65625
1202,EcoTones Memo Sheets,15,1482,370.5,1467,0.010121457489878543,36062.0
1203,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19,1324,331.0,1305,0.014350453172205438,25434.736842105263
1204,Easy-staple paper,13,1524,381.0,1511,0.00853018372703412,42789.23076923077
1205,Tops White Computer Printout Paper,14,1066,266.5,1052,0.013133208255159476,27792.142857142855
1206,Xerox 1937,12,870,217.5,858,0.013793103448275862,26462.5
