order_key,order_id,order_date,date_key,customer_key,location_key,product_key,sales,quantity,discount,profit,lead_time_days
5897,CA-2014-168305,2014-11-01,249,599,64,1284,21.4,5,0.0,9.63,7
5898,CA-2016-167682,2016-04-03,671,793,241,273,71.12,4,0.0,22.0472,6
5899,CA-2016-167682,2016-04-03,671,793,241,1703,259.96,4,0.0,124.7808,6
5900,CA-2017-108000,2017-01-12,923,472,91,873,9.78,1,0.0,4.89,4
5901,CA-2015-146465,2015-11-20,555,583,91,828,24.192,9,0.2,7.56,4
5902,CA-2016-159639,2016-11-27,884,587,373,201,31.56,3,0.0,10.4148,5
5903,US-2017-153948,2017-11-06,1184,288,91,1025,59.94,3,0.0,28.1718,0
5904,US-2017-153948,2017-11-06,1184,288,91,1188,45.36,4,0.0,22.2264,0
5905,US-2017-153948,2017-11-06,1184,288,91,1024,26.4,5,0.0,12.672,0
5906,US-2017-153948,2017-11-06,1184,288,91,952,41.4,4,0.0,19.872,0
5907,US-2017-153948,2017-11-06,1184,288,91,1561,16.95,1,0.0,1.017,0
5908,US-2016-113985,2016-12-02,889,425,93,734,24.704,2,0.2,9.264,5
5909,US-2016-113985,2016-12-02,889,425,93,404,59.7,3,0.0,26.865,5
5910,US-2016-113985,2016-12-02,889,425,93,245,14.52,3,0.0,5.6628,5
5911,US-2016-113985,2016-12-02,889,425,93,662,104.184,3,0.2,33.8598,5
5912,CA-2016-155383,2016-12-17,903,677,587,1337,46.53,3,0.0,13.0284,5
5913,CA-2014-120432,2014-08-24,185,243,262,1453,25.5,3,0.0,6.63,2
5914,US-2015-126977,2015-09-17,501,589,390,1309,14.9,5,0.0,1.043,6
5915,US-2015-126977,2015-09-17,501,589,390,981,87.71,7,0.0,41.2237,6
5916,US-2015-126977,2015-09-17,501,589,390,79,199.764,2,0.1,8.8784,6
5917,US-2015-126977,2015-09-17,501,589,390,1384,94.6,4,0.0,27.434,6
5918,US-2015-126977,2015-09-17,501,589,390,49,4228.704,6,0.2,158.5764,6
5919,US-2015-126977,2015-09-17,501,589,390,19,2003.92,5,0.2,-25.049,6
5920,US-2015-126977,2015-09-17,501,589,390,1758,209.97,3,0.0,58.7916,6
5921,US-2015-126977,2015-09-17,501,589,390,1548,659.9,2,0.0,217.767,6
5922,US-2015-126977,2015-09-17,501,589,390,1249,110.96,2,0.0,53.2608,6
5923,US-2015-126977,2015-09-17,501,589,390,1686,67.8,4,0.0,1.356,6
5924,CA-2016-130288,2016-11-26,883,216,390,351,313.176,2,0.4,-120.0508,4
5925,CA-2017-146458,2017-11-19,1197,623,569,509,22.96,7,0.0,6.6584,3
5926,CA-2017-150420,2017-06-03,1043,297,575,1601,1099.5,10,0.0,362.835,5
5927,US-2014-118997,2014-04-08,74,618,2,325,1215.92,8,0.0,316.1392,4
5928,CA-2014-114314,2014-10-11,230,197,23,947,7.31,1,0.0,3.4357,4
5929,CA-2014-114314,2014-10-11,230,197,23,212,8.92,4,0.0,3.9248,4
5930,US-2017-169551,2017-07-07,1072,648,464,8,87.21,3,0.5,-45.3492,2
5931,US-2017-169551,2017-07-07,1072,648,464,1252,15.552,3,0.2,5.4432,2
5932,US-2017-169551,2017-07-07,1072,648,464,1721,683.988,2,0.4,-113.998,2
5933,US-2017-169551,2017-07-07,1072,648,464,1417,13.392,3,0.2,1.0044,2
5934,US-2017-169551,2017-07-07,1072,648,464,1517,16.776,3,0.2,4.8231,2
5935,US-2017-169551,2017-07-07,1072,648,464,1548,527.92,2,0.2,85.787,2
5936,CA-2016-103107,2016-07-04,754,624,587,145,25.4,5,0.0,8.636,0
5937,CA-2016-103107,2016-07-04,754,624,587,1715,177.48,3,0.2,19.9665,0
5938,CA-2016-103107,2016-07-04,754,624,587,1778,71.976,3,0.2,8.997,0
5939,CA-2017-122077,2017-05-19,1030,360,538,1821,95.992,1,0.2,9.5992,6
5940,CA-2017-122077,2017-05-19,1030,360,538,1002,13.216,4,0.2,4.2952,6
5941,CA-2017-112431,2017-10-12,1161,663,64,1498,435.84,12,0.0,130.752,2
5942,CA-2017-112431,2017-10-12,1161,663,64,501,5.88,2,0.0,1.5876,2
5943,CA-2016-151092,2016-08-06,781,779,64,1738,211.168,4,0.2,18.4772,7
5944,CA-2014-104178,2014-08-25,186,391,64,168,6.28,1,0.0,2.6376,4
5945,CA-2014-104178,2014-08-25,186,391,64,1531,95.1,5,0.0,30.432,4
5946,CA-2014-104178,2014-08-25,186,391,64,1288,25.92,4,0.0,12.4416,4
5947,CA-2014-104178,2014-08-25,186,391,64,1410,48.84,4,0.0,13.1868,4
5948,CA-2015-115924,2015-09-14,498,78,245,804,25.9,5,0.0,12.691,4
5949,CA-2017-161046,2017-03-05,962,128,329,890,42.68,4,0.0,19.6328,0
5950,CA-2017-161046,2017-03-05,962,128,329,1587,299.97,3,0.0,125.9874,0
5951,CA-2017-161046,2017-03-05,962,128,329,394,262.24,2,0.0,78.672,0
5952,CA-2017-161046,2017-03-05,962,128,329,722,234.36,6,0.0,112.4928,0
5953,US-2017-141698,2017-04-15,1000,683,522,1132,20.736,4,0.2,7.2576,6
5954,US-2014-105151,2014-03-30,65,691,390,513,10.5,5,0.0,2.94,1
5955,CA-2014-155796,2014-11-11,259,766,465,155,23.968,2,0.2,7.7896,4
5956,CA-2014-155796,2014-11-11,259,766,465,21,521.96,4,0.5,-250.5408,4
5957,CA-2016-127138,2016-03-12,651,216,91,1380,676.55,5,0.0,6.7655,3
5958,CA-2016-127138,2016-03-12,651,216,91,453,154.9,5,0.0,40.274,3
5959,CA-2016-127138,2016-03-12,651,216,91,896,30.56,4,0.0,14.9744,3
5960,CA-2016-127138,2016-03-12,651,216,91,109,770.352,3,0.2,77.0352,3
5961,CA-2017-150602,2017-02-09,944,520,64,249,21.12,4,0.0,6.5472,5
5962,CA-2014-140732,2014-11-11,259,483,64,1722,575.928,9,0.2,57.5928,2
5963,CA-2014-140732,2014-11-11,259,483,64,412,7.78,2,0.0,2.0228,2
5964,CA-2014-140732,2014-11-11,259,483,64,1223,123.92,4,0.0,55.764,2
5965,CA-2017-119011,2017-08-20,1112,471,91,1456,17.22,3,0.0,5.166,5
5966,CA-2017-119011,2017-08-20,1112,471,91,1318,226.56,6,0.0,63.4368,5
5967,CA-2017-119011,2017-08-20,1112,471,91,1801,107.88,3,0.2,10.788,5
5968,CA-2016-166912,2016-01-15,606,76,390,1084,81.98,2,0.0,40.1702,2
5969,CA-2014-141726,2014-07-20,159,130,90,1047,104.85,1,0.0,50.328,2
5970,CA-2014-141726,2014-07-20,159,130,90,718,8.704,2,0.2,3.1552,2
5971,CA-2014-141726,2014-07-20,159,130,90,1159,19.92,4,0.0,9.7608,2
5972,CA-2014-141726,2014-07-20,159,130,90,263,43.02,3,0.0,15.4872,2
5973,CA-2017-115105,2017-02-06,943,75,390,14,240.784,1,0.2,30.098,5
5974,CA-2015-143980,2015-12-25,589,380,390,452,414.96,2,0.0,124.488,4
5975,CA-2016-135636,2016-10-08,838,198,403,1314,387.72,5,0.2,-67.851,5
5976,CA-2017-102155,2017-07-13,1078,657,254,1344,360.38,2,0.0,93.6988,4
5977,CA-2017-102155,2017-07-13,1078,657,254,1228,13.56,2,0.0,6.2376,4
5978,CA-2017-116953,2017-04-24,1007,724,14,1848,552.0,10,0.2,34.5,1
5979,CA-2014-117765,2014-09-07,197,624,449,324,429.9,5,0.0,111.774,6
5980,CA-2014-117765,2014-09-07,197,624,449,656,32.06,2,0.0,15.3888,6
5981,CA-2014-117765,2014-09-07,197,624,449,129,161.96,2,0.0,45.3488,6
5982,CA-2014-117765,2014-09-07,197,624,449,1391,19.86,2,0.0,5.7594,6
5983,CA-2016-114895,2016-11-21,878,546,390,1032,12.96,2,0.0,6.3504,7
5984,CA-2017-112984,2017-09-16,1137,263,464,1227,20.544,6,0.2,6.42,2
5985,CA-2016-163776,2016-07-19,765,410,327,177,185.58,6,0.0,76.0878,6
5986,CA-2016-163776,2016-07-19,765,410,327,762,77.56,2,0.0,35.6776,6
5987,CA-2016-163776,2016-07-19,765,410,327,1372,87.92,4,0.0,0.8792,6
5988,CA-2016-163776,2016-07-19,765,410,327,1084,245.94,6,0.0,120.5106,6
5989,CA-2016-163776,2016-07-19,765,410,327,655,8.6,1,0.0,4.042,6
5990,CA-2016-163776,2016-07-19,765,410,327,34,504.9,5,0.0,126.225,6
5991,US-2017-163300,2017-09-15,1136,278,64,822,2357.488,7,0.2,884.058,6
5992,US-2017-163300,2017-09-15,1136,278,64,1738,369.544,7,0.2,32.3351,6
5993,US-2017-163300,2017-09-15,1136,278,64,106,184.752,3,0.2,-20.7846,6
5994,CA-2016-162187,2016-12-11,897,577,423,1349,64.96,5,0.2,-4.06,0
5995,CA-2016-162187,2016-12-11,897,577,423,1457,13.52,2,0.2,1.69,0
5996,CA-2016-162187,2016-12-11,897,577,423,103,458.43,5,0.3,-137.529,0
5997,CA-2016-162187,2016-12-11,897,577,423,388,387.136,4,0.2,24.196,0
5998,CA-2016-162187,2016-12-11,897,577,423,352,328.59,3,0.4,-147.8655,0
5999,US-2014-112991,2014-12-10,287,692,190,73,338.352,3,0.2,4.2294,4
6000,US-2014-112991,2014-12-10,287,692,190,1015,25.92,4,0.0,12.4416,4
6001,US-2014-112991,2014-12-10,287,692,190,1158,91.36,4,0.0,42.0256,4
6002,CA-2014-124079,2014-12-13,289,640,16,230,87.96,3,0.2,7.6965,4
6003,CA-2014-124079,2014-12-13,289,640,16,727,5.214,2,0.7,-4.1712,4
6004,US-2017-146878,2017-09-21,1142,218,160,748,12.294,1,0.7,-8.6058,6
6005,CA-2017-107244,2017-09-07,1128,22,64,232,19.76,4,0.0,8.2992,4
6006,CA-2015-100657,2015-11-02,539,725,395,107,109.764,2,0.1,8.5372,5
6007,CA-2017-129581,2017-12-11,1219,440,289,1728,128.85,3,0.0,3.8655,7
6008,CA-2017-129028,2017-04-01,987,295,472,284,127.95,3,0.0,21.7515,2
6009,CA-2015-135580,2015-12-30,594,153,64,1063,68.52,3,0.0,31.5192,4
6010,CA-2015-135580,2015-12-30,594,153,64,1319,74.94,3,0.0,14.2386,4
6011,CA-2015-135580,2015-12-30,594,153,64,1668,2548.56,6,0.2,286.713,4
6012,CA-2015-135580,2015-12-30,594,153,64,885,271.44,3,0.0,122.148,4
6013,CA-2015-135580,2015-12-30,594,153,64,1838,287.88,3,0.2,35.985,4
6014,CA-2016-159016,2016-03-10,649,428,64,1265,14.9,5,0.0,7.152,1
6015,CA-2016-159016,2016-03-10,649,428,64,1793,4158.912,8,0.2,363.9048,1
6016,CA-2014-102652,2014-04-06,72,63,64,165,91.96,2,0.0,15.6332,6
6017,CA-2014-102652,2014-04-06,72,63,64,202,33.11,7,0.0,12.9129,6
6018,CA-2014-102652,2014-04-06,72,63,64,1214,19.44,3,0.0,9.3312,6
6019,CA-2014-102652,2014-04-06,72,63,64,1147,55.48,1,0.0,26.6304,6
6020,CA-2014-152422,2014-10-05,224,73,423,438,91.92,5,0.2,11.49,5
6021,US-2016-156692,2016-08-13,787,324,265,420,17.34,2,0.0,4.6818,0
6022,US-2016-156692,2016-08-13,787,324,265,1462,71.98,2,0.0,15.1158,0
6023,CA-2014-130869,2014-11-17,264,126,506,872,7.08,3,0.2,2.478,4
6024,US-2017-128832,2017-04-24,1007,472,468,1596,69.98,2,0.0,4.8986,3
6025,CA-2017-139717,2017-08-24,1116,224,432,395,646.272,8,0.2,64.6272,2
6026,CA-2017-139717,2017-08-24,1116,224,432,1157,10.368,2,0.2,3.7584,2
6027,CA-2017-136007,2017-02-23,954,14,587,924,8.4,5,0.0,0.336,7
6028,CA-2017-136007,2017-02-23,954,14,587,1815,71.96,5,0.2,25.186,7
6029,CA-2016-157364,2016-11-19,876,478,412,596,18.48,2,0.2,6.006,2
6030,US-2016-112970,2016-11-14,871,735,64,601,9.84,3,0.0,2.8536,1
6031,US-2017-152492,2017-07-06,1071,34,160,51,239.24,1,0.2,23.924,0
6032,CA-2016-101168,2016-12-25,910,714,355,249,21.12,4,0.0,6.5472,7
6033,CA-2017-104010,2017-04-23,1006,747,390,1431,54.9,5,0.0,15.372,2
6034,CA-2015-130253,2015-12-14,578,607,64,244,15.24,3,0.0,5.1816,4
6035,US-2015-155369,2015-04-19,381,592,505,431,19.568,2,0.8,-52.8336,6
6036,US-2015-155369,2015-04-19,381,592,505,796,310.392,4,0.8,-512.1468,6
6037,CA-2016-131205,2016-09-04,807,4,258,255,42.6,3,0.0,16.614,4
6038,CA-2016-131205,2016-09-04,807,4,258,652,113.94,6,0.0,54.6912,4
6039,CA-2016-131205,2016-09-04,807,4,258,1377,129.92,4,0.0,5.1968,4
6040,CA-2016-131205,2016-09-04,807,4,258,581,5.28,3,0.0,2.5344,4
6041,CA-2017-122364,2017-09-24,1145,280,64,1743,859.2,3,0.2,75.18,5
6042,CA-2017-122364,2017-09-24,1145,280,64,1630,506.28,3,0.2,177.198,5
6043,CA-2016-117912,2016-02-04,620,739,18,211,14.368,2,0.2,3.9512,4
6044,CA-2017-145702,2017-05-19,1030,29,489,71,314.352,3,0.2,-35.3646,5
6045,CA-2017-145702,2017-05-19,1030,29,489,1108,27.888,7,0.2,10.1094,5
6046,CA-2015-113215,2015-09-03,488,165,20,242,238.152,3,0.2,89.307,5
6047,CA-2016-154662,2016-06-09,730,84,319,334,692.94,3,0.0,173.235,7
6048,CA-2015-105571,2015-11-07,543,166,160,769,16.146,9,0.7,-12.9168,4
6049,CA-2015-105571,2015-11-07,543,166,160,692,1345.485,5,0.7,-1031.5385,4
6050,CA-2016-152765,2016-06-15,736,476,522,1052,173.488,7,0.2,54.215,3
6051,CA-2015-153878,2015-04-25,386,769,598,493,57.75,5,0.0,16.17,5
6052,CA-2015-153878,2015-04-25,386,769,598,400,272.4,5,0.0,76.272,5
6053,CA-2016-124016,2016-09-23,824,409,432,1177,11.952,3,0.2,4.0338,3
6054,CA-2016-124016,2016-09-23,824,409,432,317,28.0,4,0.2,7.7,3
6055,CA-2016-124016,2016-09-23,824,409,432,724,12.201,7,0.7,-9.7608,3
6056,CA-2016-113551,2016-08-18,792,561,513,701,2.068,1,0.8,-3.4122,2
6057,CA-2016-113551,2016-08-18,792,561,513,1276,83.84,8,0.2,30.392,2
6058,CA-2014-107524,2014-03-02,44,442,390,866,11.36,2,0.0,5.3392,6
6059,CA-2014-107524,2014-03-02,44,442,390,1062,36.4,5,0.0,17.472,6
6060,CA-2014-138072,2014-12-30,304,294,464,1597,27.968,2,0.2,6.992,4
6061,CA-2015-134201,2015-04-10,373,262,393,1342,142.04,4,0.0,38.3508,6
6062,CA-2015-134201,2015-04-10,373,262,393,561,14.67,3,0.0,6.0147,6
6063,CA-2015-111780,2015-12-25,589,617,90,1614,1199.96,5,0.2,224.9925,5
6064,CA-2015-111780,2015-12-25,589,617,90,1099,12.6,3,0.0,6.174,5
6065,CA-2015-111780,2015-12-25,589,617,90,1118,17.94,3,0.0,8.073,5
6066,CA-2015-119942,2015-04-05,369,770,464,966,23.904,6,0.2,7.7688,2
6067,CA-2015-151547,2015-01-17,315,33,480,1426,88.96,8,0.2,10.008,6
6068,CA-2017-166695,2017-05-20,1031,133,60,52,518.272,8,0.2,-97.176,4
6069,CA-2017-166695,2017-05-20,1031,133,60,216,6.98,1,0.0,3.3504,4
6070,CA-2017-166695,2017-05-20,1031,133,60,1654,343.2,1,0.2,38.61,4
6071,CA-2017-167542,2017-08-13,1105,425,464,1001,17.544,3,0.2,5.9211,7
6072,CA-2015-120901,2015-12-31,595,86,499,1290,152.688,2,0.2,-26.7204,4
6073,CA-2015-120901,2015-12-31,595,86,499,918,3.488,2,0.2,0.5668,4
6074,CA-2015-120901,2015-12-31,595,86,499,1432,5.888,2,0.2,-1.3248,4
6075,CA-2017-121398,2017-12-25,1232,286,64,708,153.552,3,0.2,51.8238,4
6076,CA-2017-121398,2017-12-25,1232,286,64,1380,270.62,2,0.0,2.7062,4
6077,CA-2016-151561,2016-09-01,804,592,390,1496,468.9,6,0.0,206.316,6
6078,CA-2016-151561,2016-09-01,804,592,390,1559,72.48,2,0.0,30.4416,6
6079,CA-2016-151561,2016-09-01,804,592,390,1433,10.95,3,0.0,3.285,6
6080,CA-2016-151561,2016-09-01,804,592,390,312,191.82,3,0.0,61.3824,6
6081,CA-2017-154676,2017-08-05,1099,579,522,1331,151.056,9,0.2,7.5528,3
6082,US-2014-165589,2014-02-18,36,740,529,223,25.16,5,0.6,-11.322,0
6083,US-2016-132577,2016-11-22,879,354,522,804,6.216,6,0.8,-9.6348,5
6084,US-2016-132577,2016-11-22,879,354,522,584,23.616,9,0.2,2.6568,5
6085,US-2016-132577,2016-11-22,879,354,522,1468,24.032,2,0.2,-0.6008,5
6086,US-2016-132577,2016-11-22,879,354,522,949,2.088,1,0.2,0.6786,5
6087,US-2016-132577,2016-11-22,879,354,522,766,4.488,6,0.8,-6.732,5
6088,CA-2015-114048,2015-12-14,578,259,43,298,29.22,3,0.0,12.8568,4
6089,CA-2015-137281,2015-06-13,427,79,184,1136,6.48,1,0.0,3.1104,4
6090,US-2017-162068,2017-12-28,1235,587,124,750,1.188,2,0.7,-0.99,3
6091,CA-2017-100111,2017-09-20,1141,721,390,114,272.646,3,0.1,18.1764,6
6092,CA-2017-100111,2017-09-20,1141,721,390,1539,212.8,2,0.0,95.76,6
6093,CA-2017-100111,2017-09-20,1141,721,390,1076,38.52,9,0.0,18.1044,6
6094,CA-2017-100111,2017-09-20,1141,721,390,1498,72.64,2,0.0,21.792,6
6095,CA-2017-100111,2017-09-20,1141,721,390,1308,45.4,4,0.0,12.712,6
6096,CA-2017-100111,2017-09-20,1141,721,390,1184,13.76,2,0.0,6.3296,6
6097,CA-2017-100111,2017-09-20,1141,721,390,101,80.991,1,0.1,8.0991,6
6098,CA-2017-100111,2017-09-20,1141,721,390,654,11.784,3,0.2,3.9771,6
6099,CA-2017-100111,2017-09-20,1141,721,390,905,4.36,2,0.0,1.7876,6
6100,CA-2017-100111,2017-09-20,1141,721,390,120,2888.127,11,0.1,609.7157,6
6101,CA-2017-100111,2017-09-20,1141,721,390,1793,1299.66,2,0.0,350.9082,6
6102,CA-2017-100111,2017-09-20,1141,721,390,68,2254.41,5,0.1,375.735,6
6103,CA-2017-100111,2017-09-20,1141,721,390,1689,104.85,3,0.0,28.3095,6
6104,CA-2017-100111,2017-09-20,1141,721,390,1514,59.97,3,0.0,20.3898,6
6105,US-2017-132381,2017-08-22,1114,245,464,342,314.532,2,0.4,-83.8752,2
6106,CA-2015-147011,2015-06-18,431,333,160,553,13.632,4,0.2,3.5784,4
6107,CA-2014-120852,2014-12-20,295,788,518,410,19.432,2,0.8,-49.5516,5
6108,CA-2014-120852,2014-12-20,295,788,518,1584,65.44,5,0.2,-8.18,5
6109,CA-2016-150007,2016-09-11,813,53,202,971,6.0,2,0.2,2.1,5
6110,CA-2016-150007,2016-09-11,813,53,202,809,1.908,3,0.8,-3.2436,5
6111,CA-2016-124590,2016-11-12,869,711,439,125,1474.802,7,0.3,-21.0686,4
6112,CA-2016-124590,2016-11-12,869,711,439,422,110.096,2,0.2,33.0288,4
6113,CA-2016-124590,2016-11-12,869,711,439,907,16.752,6,0.2,5.4444,4
6114,CA-2016-124590,2016-11-12,869,711,439,56,1537.074,9,0.3,0.0,4
6115,CA-2016-124590,2016-11-12,869,711,439,109,449.372,2,0.3,-12.8392,4
6116,CA-2016-133802,2016-03-14,653,709,83,768,41.904,6,0.2,14.1426,6
6117,US-2016-113677,2016-11-13,870,163,390,1756,2279.96,4,0.0,592.7896,6
6118,US-2016-113677,2016-11-13,870,163,390,966,14.94,3,0.0,6.8724,6
6119,CA-2017-143378,2017-09-19,1140,405,457,1722,191.976,3,0.2,19.1976,6
6120,CA-2017-143378,2017-09-19,1140,405,457,534,23.832,3,0.2,6.5538,6
6121,CA-2017-143378,2017-09-19,1140,405,457,312,409.216,8,0.2,61.3824,6
6122,CA-2017-143378,2017-09-19,1140,405,457,16,72.588,2,0.7,-128.2388,6
6123,CA-2017-152660,2017-12-04,1212,127,202,1304,61.568,2,0.2,4.6176,5
6124,CA-2015-142139,2015-08-31,486,683,502,1237,20.96,4,0.2,6.812,5
6125,CA-2017-145772,2017-06-03,1043,714,64,1549,44.75,5,0.0,8.5025,4
6126,CA-2017-145772,2017-06-03,1043,714,64,1113,11.96,2,0.0,5.382,4
6127,CA-2017-145772,2017-06-03,1043,714,64,723,3.912,1,0.2,1.2714,4
6128,CA-2016-124100,2016-03-31,668,260,390,112,327.996,6,0.1,54.666,6
6129,US-2014-158400,2014-10-25,243,28,91,734,49.408,4,0.2,18.528,3
6130,CA-2017-162033,2017-03-26,981,274,571,1552,53.25,3,0.0,20.7675,7
6131,CA-2017-162033,2017-03-26,981,274,571,931,3.76,2,0.0,1.316,7
6132,CA-2014-163447,2014-12-27,301,734,390,124,767.214,14,0.1,161.9674,4
6133,CA-2017-145737,2017-09-15,1136,9,490,1084,163.96,5,0.2,59.4355,5
6134,CA-2016-148096,2016-08-16,790,43,64,364,161.28,2,0.2,12.096,3
6135,CA-2016-146766,2016-11-04,861,771,39,545,192.8,4,0.0,55.912,0
6136,CA-2015-105613,2015-10-18,526,442,531,1473,27.696,3,0.2,3.462,4
6137,CA-2015-105613,2015-10-18,526,442,531,376,73.164,6,0.8,-186.5682,4
6138,US-2016-142251,2016-10-31,858,290,152,1196,32.064,6,0.2,11.2224,4
6139,CA-2014-131247,2014-03-30,65,294,91,7,205.666,2,0.15,-12.098,5
6140,US-2015-113593,2015-04-18,380,556,99,1304,115.44,3,0.0,30.0144,2
6141,CA-2017-121083,2017-07-09,1074,359,131,1106,274.8,5,0.0,134.652,6
6142,CA-2017-121083,2017-07-09,1074,359,131,1374,195.64,4,0.0,3.9128,6
6143,CA-2017-121083,2017-07-09,1074,359,131,1720,257.98,2,0.0,74.8142,6
6144,CA-2017-121083,2017-07-09,1074,359,131,566,119.04,6,0.0,48.8064,6
6145,CA-2017-151190,2017-06-27,1064,312,347,1061,20.07,3,0.0,9.2322,4
6146,CA-2014-133543,2014-12-22,297,438,93,579,11.76,4,0.0,3.1752,4
6147,CA-2017-105130,2017-11-21,1199,595,91,579,11.76,4,0.0,3.1752,4
6148,CA-2017-105130,2017-11-21,1199,595,91,686,40.736,2,0.2,14.7668,4
6149,CA-2016-161928,2016-06-27,747,15,91,1810,201.584,2,0.2,12.599,2
6150,CA-2017-101322,2017-12-28,1235,367,63,116,340.704,6,0.2,-34.0704,3
6151,US-2016-106600,2016-04-08,676,649,180,11,354.9,5,0.0,88.725,3
6152,CA-2014-111871,2014-03-18,55,266,91,41,1198.33,10,0.15,70.49,3
6153,CA-2017-139437,2017-07-03,1069,632,64,1372,87.92,4,0.0,0.8792,5
6154,CA-2017-151484,2017-04-20,1003,184,464,200,51.968,2,0.2,10.3936,3
6155,CA-2017-151484,2017-04-20,1003,184,464,1369,51.336,3,0.2,5.7753,3
6156,CA-2017-151484,2017-04-20,1003,184,464,1298,332.704,1,0.2,33.2704,3
6157,CA-2017-151484,2017-04-20,1003,184,464,307,42.408,3,0.2,9.5418,3
6158,CA-2016-104150,2016-08-03,778,21,449,870,81.54,3,0.0,38.3238,2
6159,CA-2016-104150,2016-08-03,778,21,449,1594,167.28,12,0.0,23.4192,2
6160,CA-2016-161025,2016-12-03,890,304,64,1357,772.68,4,0.0,108.1752,6
6161,CA-2014-103989,2014-03-19,56,491,157,1849,323.976,3,0.2,28.3479,2
6162,CA-2014-103989,2014-03-19,56,491,157,953,11.808,4,0.2,3.9852,2
6163,CA-2014-103989,2014-03-19,56,491,157,1323,26.16,3,0.2,1.962,2
6164,CA-2014-103989,2014-03-19,56,491,157,687,33.57,5,0.7,-25.737,2
6165,CA-2014-103989,2014-03-19,56,491,157,283,4.992,3,0.2,1.3728,2
6166,CA-2014-103989,2014-03-19,56,491,157,229,20.016,3,0.2,5.5044,2
6167,CA-2014-103989,2014-03-19,56,491,157,1539,170.24,2,0.2,53.2,2
6168,CA-2015-142433,2015-04-20,382,278,522,1169,117.456,3,0.2,44.046,5
6169,CA-2015-132815,2015-09-19,503,661,64,1271,22.96,2,0.0,11.2504,3
6170,CA-2014-101266,2014-08-27,188,526,569,1196,13.36,2,0.0,6.4128,3
6171,CA-2016-141523,2016-12-19,905,511,390,671,34.248,3,0.2,11.5587,5
6172,CA-2016-141523,2016-12-19,905,511,390,522,3.52,2,0.0,1.0208,5
6173,US-2014-106299,2014-08-02,169,579,338,711,26.7,5,0.0,12.549,6
6174,US-2014-106299,2014-08-02,169,579,338,1556,21.2,2,0.0,9.116,6
6175,US-2014-106299,2014-08-02,169,579,338,1359,838.38,2,0.0,226.3626,6
6176,CA-2015-158421,2015-09-21,505,296,471,54,1690.04,4,0.0,422.51,5
6177,CA-2015-158421,2015-09-21,505,296,471,1371,85.96,7,0.0,24.0688,5
6178,CA-2015-158421,2015-09-21,505,296,471,860,121.96,2,0.0,57.3212,5
6179,CA-2015-158421,2015-09-21,505,296,471,1129,23.92,4,0.0,11.7208,5
6180,CA-2015-158421,2015-09-21,505,296,471,1305,63.96,2,0.0,6.396,5
6181,CA-2015-158421,2015-09-21,505,296,471,1692,629.95,5,0.0,176.386,5
6182,CA-2015-158421,2015-09-21,505,296,471,1774,113.73,3,0.0,32.9817,5
6183,CA-2015-158421,2015-09-21,505,296,471,639,14.6,2,0.0,6.862,5
6184,CA-2015-158421,2015-09-21,505,296,471,1409,887.84,8,0.0,17.7568,5
6185,CA-2016-143609,2016-12-11,897,194,454,121,403.92,5,0.2,25.245,2
6186,CA-2015-138331,2015-08-07,469,379,464,564,106.8,10,0.2,10.68,5
6187,CA-2015-138954,2015-11-15,551,514,390,1384,70.95,3,0.0,20.5755,2
6188,CA-2015-138954,2015-11-15,551,514,390,797,34.944,6,0.2,11.7936,2
6189,CA-2015-138954,2015-11-15,551,514,390,539,119.04,6,0.0,35.712,2
6190,CA-2017-157903,2017-04-04,990,42,205,1838,383.84,4,0.2,47.98,4
6191,CA-2016-157259,2016-12-24,909,392,390,250,799.56,9,0.0,207.8856,4
6192,CA-2017-107986,2017-12-13,1220,547,587,1336,31.44,3,0.0,8.4888,0
6193,CA-2017-104927,2017-12-22,1229,21,522,1015,25.92,5,0.2,9.072,4
6194,CA-2017-104927,2017-12-22,1229,21,522,774,6.33,5,0.8,-9.8115,4
6195,CA-2017-104927,2017-12-22,1229,21,522,1028,75.88,5,0.2,26.558,4
6196,CA-2017-113453,2017-10-21,1169,158,464,1835,329.988,2,0.4,-76.9972,7
6197,CA-2017-113453,2017-10-21,1169,158,464,1301,71.376,3,0.2,-4.461,7
6198,CA-2015-149909,2015-11-13,549,619,229,1070,63.77,7,0.0,28.6965,4
6199,CA-2015-149909,2015-11-13,549,619,229,1730,50.97,3,0.0,13.2522,4
6200,CA-2015-149909,2015-11-13,549,619,229,1127,96.08,2,0.0,46.1184,4
6201,CA-2015-146675,2015-04-16,378,666,207,1607,1439.968,4,0.2,485.9892,4
6202,CA-2015-146675,2015-04-16,378,666,207,1581,43.56,3,0.2,-4.9005,4
6203,CA-2016-118332,2016-12-16,902,598,33,73,563.92,5,0.2,7.049,7
6204,CA-2016-133669,2016-10-21,849,724,423,1719,235.152,8,0.4,-47.0304,6
6205,CA-2017-145660,2017-12-01,1209,503,434,240,7.712,2,0.2,1.7352,2
6206,CA-2016-133697,2016-10-20,848,162,522,1070,51.016,7,0.2,15.9425,4
6207,CA-2016-133697,2016-10-20,848,162,522,933,25.248,4,0.2,7.89,4
6208,CA-2016-133697,2016-10-20,848,162,522,91,56.686,1,0.3,-14.5764,4
6209,CA-2017-148138,2017-09-29,1149,500,434,1305,51.168,2,0.2,-6.396,4
